Cell,sector_name,sector_id,focus_area,indicator_name,year,indicator_item,state_name,district_name,indicator_value,indicator_unit,source
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Banka,864,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Saharsa,600,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Supaul,710,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Madhepura,935,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Purnea,1104,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Kishanganj,729,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Araria,459,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Katihar,881,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Patna,64744,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Nalanda,108086,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Bhojpur,101731,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Buxar,83059,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Rohtas,200319,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Kaimur (Bhabua),134826,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Gaya,84155,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Jehanabad,18125,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Arwal,16974,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Nawada,67141,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Aurangabad,137736,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Saran,59207,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Siwan,90999,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Gopalganj,47039,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Muzaffarpur,121471,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Purbi Champaran,201733,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Pashchim Champaran,128589,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Sitamarhi,101162,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Sheohar,21327,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Vaishali,38858,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Darbhanga,96272,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Madhubani,172490,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Samastipur,88310,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Begusarai,12049,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Munger,25980,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Sheikhpura,23983,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Lakhisarai,16219,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Jamui,24194,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Khagaria,16552,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Bhagalpur,22463,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Banka,86124,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Saharsa,76731,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Supaul,107874,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Madhepura,80231,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Purnea,57565,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Kishanganj,81973,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Araria,36239,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Area in Hectare,Bihar,Katihar,82026,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Patna,209766,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Nalanda,328373,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Bhojpur,347794,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Buxar,304725,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Rohtas,944805,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Kaimur (Bhabua),514643,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Gaya,220039,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Jehanabad,64900,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Arwal,56576,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Nawada,215187,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Aurangabad,527105,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Saran,161837,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Siwan,222519,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Gopalganj,100477,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Rice",2022-23,Production in Million Tonnes,Bihar,Muzaffarpur,229860,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
